OrderID,ItemName,Quantity
32,Thai Milk Tea,1
32,Almond Milk Tea,3
33,Green Tea,2
33,Honey Milk Tea,2
33,Thai Milk Tea,1
33,Coconut Milk Tea,2
34,Green Tea,2
34,Rosehip Milk Tea,2
34,Honey Milk Tea,1
34,Thai Milk Tea,2
34,Coconut Milk Tea,2
34,Almond Milk Tea,1
35,Rosehip Milk Tea,2
35,Honey Milk Tea,2
36,Green Tea,1
36,Honey Milk Tea,2
36,Coconut Milk Tea,2
36,Almond Milk Tea,2
37,Taro Milk Tea,1
37,Honey Milk Tea,2
37,Thai Milk Tea,3
38,Rosehip Milk Tea,3
38,Taro Milk Tea,2
38,Honey Milk Tea,2
38,Thai Milk Tea,2
38,Coconut Milk Tea,1
38,Almond Milk Tea,3
39,Taro Milk Tea,2
39,Coconut Milk Tea,3
40,Green Tea,3
40,Taro Milk Tea,3
40,Honey Milk Tea,1
41,Coffee Milk Tea,1
41,Honey Milk Tea,1
41,Almond Milk Tea,2
42,Green Tea,1
42,Coffee Milk Tea,1
42,Taro Milk Tea,3
42,Honey Milk Tea,2
42,Thai Milk Tea,3
42,Coconut Milk Tea,1
42,Almond Milk Tea,2
43,Green Tea,2
43,Coffee Milk Tea,3
43,Taro Milk Tea,1
43,Honey Milk Tea,3
43,Thai Milk Tea,1
44,Rosehip Milk Tea,1
44,Thai Milk Tea,2
44,Almond Milk Tea,3
45,Green Tea,2
45,Rosehip Milk Tea,3
45,Honey Milk Tea,2
45,Thai Milk Tea,3
45,Almond Milk Tea,2
46,Green Tea,1
46,Rosehip Milk Tea,1
46,Coffee Milk Tea,3
46,Taro Milk Tea,3
46,Thai Milk Tea,1
47,Green Tea,2
47,Rosehip Milk Tea,2
47,Coffee Milk Tea,2
47,Taro Milk Tea,3
47,Thai Milk Tea,1
48,Green Tea,1
48,Rosehip Milk Tea,3
48,Taro Milk Tea,1
48,Thai Milk Tea,1
48,Coconut Milk Tea,2
49,Green Tea,1
49,Taro Milk Tea,2
49,Coconut Milk Tea,3
49,Almond Milk Tea,1
50,Green Tea,2
50,Coffee Milk Tea,3
50,Honey Milk Tea,1
50,Thai Milk Tea,1
51,Green Tea,2
51,Rosehip Milk Tea,2
51,Coffee Milk Tea,3
51,Taro Milk Tea,1
51,Honey Milk Tea,2
51,Coconut Milk Tea,2
52,Green Tea,2
52,Rosehip Milk Tea,2
52,Coffee Milk Tea,3
52,Taro Milk Tea,1
52,Thai Milk Tea,2
52,Almond Milk Tea,3
53,Green Tea,2
53,Rosehip Milk Tea,2
53,Coffee Milk Tea,2
53,Taro Milk Tea,1
53,Coconut Milk Tea,3
54,Coffee Milk Tea,3
54,Thai Milk Tea,1
54,Almond Milk Tea,2
55,Rosehip Milk Tea,2
55,Coffee Milk Tea,1
55,Thai Milk Tea,1
55,Coconut Milk Tea,3
55,Almond Milk Tea,3
56,Green Tea,3
56,Coffee Milk Tea,1
56,Taro Milk Tea,2
56,Almond Milk Tea,1
57,Green Tea,1
57,Thai Milk Tea,2
57,Coconut Milk Tea,3
58,Green Tea,3
58,Coffee Milk Tea,3
58,Thai Milk Tea,2
58,Coconut Milk Tea,2
58,Almond Milk Tea,1
59,Green Tea,3
59,Rosehip Milk Tea,2
59,Taro Milk Tea,2
59,Thai Milk Tea,3
59,Coconut Milk Tea,1
59,Almond Milk Tea,1
60,Green Tea,2
60,Rosehip Milk Tea,2
60,Taro Milk Tea,1
60,Honey Milk Tea,3
60,Thai Milk Tea,2
60,Almond Milk Tea,2
61,Green Tea,3
61,Honey Milk Tea,1
61,Thai Milk Tea,3
61,Coconut Milk Tea,3
61,Almond Milk Tea,1
62,Coffee Milk Tea,1
62,Taro Milk Tea,2
62,Honey Milk Tea,1
62,Thai Milk Tea,1
62,Coconut Milk Tea,3
62,Almond Milk Tea,1
63,Taro Milk Tea,3
63,Coconut Milk Tea,3
63,Almond Milk Tea,1
64,Rosehip Milk Tea,3
64,Honey Milk Tea,2
65,Coffee Milk Tea,2
65,Taro Milk Tea,3
65,Honey Milk Tea,2
65,Thai Milk Tea,2
65,Coconut Milk Tea,2
65,Almond Milk Tea,2
66,Green Tea,1
66,Coffee Milk Tea,3
66,Thai Milk Tea,1
66,Almond Milk Tea,2
67,Rosehip Milk Tea,1
67,Taro Milk Tea,1
67,Coconut Milk Tea,2
67,Almond Milk Tea,3
68,Rosehip Milk Tea,3
68,Coffee Milk Tea,2
68,Honey Milk Tea,2
68,Almond Milk Tea,1
69,Taro Milk Tea,2
69,Thai Milk Tea,3
69,Coconut Milk Tea,1
69,Almond Milk Tea,1
70,Green Tea,2
70,Rosehip Milk Tea,3
70,Taro Milk Tea,3
70,Honey Milk Tea,1
70,Thai Milk Tea,3
70,Coconut Milk Tea,1
70,Almond Milk Tea,3
71,Green Tea,1
71,Honey Milk Tea,1
71,Thai Milk Tea,1
72,Green Tea,2
72,Rosehip Milk Tea,2
72,Honey Milk Tea,1
72,Thai Milk Tea,3
72,Coconut Milk Tea,3
73,Green Tea,1
73,Rosehip Milk Tea,1
73,Thai Milk Tea,1
73,Coconut Milk Tea,2
74,Green Tea,1
74,Rosehip Milk Tea,3
74,Coffee Milk Tea,2
74,Honey Milk Tea,1
74,Thai Milk Tea,2
74,Almond Milk Tea,1
75,Coffee Milk Tea,3
75,Taro Milk Tea,3
75,Thai Milk Tea,1
75,Almond Milk Tea,1
76,Rosehip Milk Tea,3
76,Coffee Milk Tea,3
76,Thai Milk Tea,1
76,Coconut Milk Tea,2
77,Green Tea,1
77,Honey Milk Tea,1
77,Coconut Milk Tea,3
78,Green Tea,2
78,Thai Milk Tea,1
79,Coffee Milk Tea,2
79,Coconut Milk Tea,2
79,Almond Milk Tea,2
80,Rosehip Milk Tea,2
80,Coffee Milk Tea,2
80,Taro Milk Tea,2
80,Honey Milk Tea,2
80,Almond Milk Tea,1
81,Thai Milk Tea,2
82,Taro Milk Tea,3
82,Coconut Milk Tea,2
83,Green Tea,2
83,Coffee Milk Tea,1
83,Taro Milk Tea,2
83,Coconut Milk Tea,1
83,Almond Milk Tea,3
84,Rosehip Milk Tea,3
84,Coffee Milk Tea,2
84,Taro Milk Tea,1
84,Coconut Milk Tea,3
84,Almond Milk Tea,1
85,Coffee Milk Tea,2
85,Honey Milk Tea,2
85,Thai Milk Tea,3
85,Coconut Milk Tea,1
86,Rosehip Milk Tea,3
86,Honey Milk Tea,1
87,Green Tea,2
87,Rosehip Milk Tea,1
87,Coffee Milk Tea,1
87,Taro Milk Tea,1
87,Thai Milk Tea,1
88,Rosehip Milk Tea,2
88,Coffee Milk Tea,3
88,Coconut Milk Tea,3
89,Coffee Milk Tea,3
89,Taro Milk Tea,2
89,Honey Milk Tea,1
89,Thai Milk Tea,3
89,Coconut Milk Tea,3
90,Coffee Milk Tea,2
90,Taro Milk Tea,1
91,Taro Milk Tea,3
91,Almond Milk Tea,2
92,Green Tea,1
92,Rosehip Milk Tea,3
92,Taro Milk Tea,3
92,Coconut Milk Tea,2
93,Rosehip Milk Tea,2
93,Coffee Milk Tea,3
93,Honey Milk Tea,2
93,Coconut Milk Tea,1
93,Almond Milk Tea,1
94,Green Tea,3
94,Honey Milk Tea,3
95,Rosehip Milk Tea,2
95,Taro Milk Tea,1
95,Thai Milk Tea,1
95,Almond Milk Tea,3
96,Green Tea,2
96,Rosehip Milk Tea,3
96,Honey Milk Tea,1
96,Thai Milk Tea,1
96,Coconut Milk Tea,1
97,Green Tea,2
97,Rosehip Milk Tea,3
97,Honey Milk Tea,1
97,Thai Milk Tea,2
98,Green Tea,2
98,Rosehip Milk Tea,1
98,Honey Milk Tea,3
98,Thai Milk Tea,1
98,Coconut Milk Tea,3
99,Green Tea,1
99,Rosehip Milk Tea,1
99,Taro Milk Tea,1
99,Thai Milk Tea,2
99,Coconut Milk Tea,1
100,Green Tea,3
100,Coffee Milk Tea,1
100,Taro Milk Tea,2
100,Honey Milk Tea,2
100,Thai Milk Tea,1
100,Coconut Milk Tea,2
101,Coffee Milk Tea,2
101,Coconut Milk Tea,1
101,Almond Milk Tea,2
102,Rosehip Milk Tea,1
102,Coffee Milk Tea,2
103,Green Tea,1
103,Rosehip Milk Tea,1
103,Coffee Milk Tea,2
103,Taro Milk Tea,1
103,Thai Milk Tea,2
104,Green Tea,1
104,Rosehip Milk Tea,3
104,Coffee Milk Tea,3
104,Honey Milk Tea,2
104,Thai Milk Tea,2
104,Coconut Milk Tea,1
104,Almond Milk Tea,2
105,Thai Milk Tea,3
106,Coffee Milk Tea,2
106,Taro Milk Tea,1
106,Almond Milk Tea,1
107,Rosehip Milk Tea,2
107,Taro Milk Tea,3
107,Honey Milk Tea,3
107,Coconut Milk Tea,1
108,Green Tea,2
108,Coffee Milk Tea,3
108,Almond Milk Tea,1
109,Green Tea,2
109,Rosehip Milk Tea,3
109,Coffee Milk Tea,3
109,Taro Milk Tea,1
109,Honey Milk Tea,1
110,Green Tea,2
110,Coffee Milk Tea,3
110,Taro Milk Tea,1
110,Coconut Milk Tea,2
111,Rosehip Milk Tea,3
111,Coffee Milk Tea,3
111,Thai Milk Tea,3
111,Coconut Milk Tea,1
112,Rosehip Milk Tea,3
112,Coffee Milk Tea,1
112,Honey Milk Tea,2
112,Thai Milk Tea,1
112,Coconut Milk Tea,1
113,Green Tea,3
113,Rosehip Milk Tea,3
113,Thai Milk Tea,3
113,Almond Milk Tea,3
114,Rosehip Milk Tea,1
114,Coffee Milk Tea,2
114,Taro Milk Tea,1
115,Coffee Milk Tea,2
115,Thai Milk Tea,2
115,Coconut Milk Tea,2
116,Taro Milk Tea,3
116,Thai Milk Tea,3
116,Almond Milk Tea,3
117,Green Tea,1
117,Rosehip Milk Tea,1
117,Honey Milk Tea,1
117,Coconut Milk Tea,3
118,Green Tea,2
118,Rosehip Milk Tea,3
118,Taro Milk Tea,1
118,Honey Milk Tea,2
118,Thai Milk Tea,1
118,Coconut Milk Tea,2
119,Green Tea,1
119,Rosehip Milk Tea,1
119,Honey Milk Tea,1
119,Coconut Milk Tea,2
120,Coffee Milk Tea,2
120,Thai Milk Tea,3
120,Coconut Milk Tea,3
121,Rosehip Milk Tea,3
121,Taro Milk Tea,3
121,Almond Milk Tea,3
122,Rosehip Milk Tea,2
122,Thai Milk Tea,1
122,Coconut Milk Tea,1
123,Honey Milk Tea,3
123,Thai Milk Tea,1
123,Coconut Milk Tea,3
124,Coffee Milk Tea,1
124,Honey Milk Tea,3
124,Thai Milk Tea,2
125,Coffee Milk Tea,1
125,Honey Milk Tea,3
125,Coconut Milk Tea,2
126,Green Tea,1
126,Rosehip Milk Tea,1
126,Coffee Milk Tea,1
126,Taro Milk Tea,2
126,Coconut Milk Tea,2
126,Almond Milk Tea,3
127,Green Tea,2
127,Rosehip Milk Tea,1
127,Coffee Milk Tea,3
127,Taro Milk Tea,2
128,Coffee Milk Tea,2
128,Thai Milk Tea,1
128,Coconut Milk Tea,2
129,Thai Milk Tea,2
130,Rosehip Milk Tea,3
130,Coffee Milk Tea,3
130,Coconut Milk Tea,1
131,Green Tea,3
131,Rosehip Milk Tea,1
131,Taro Milk Tea,2
131,Thai Milk Tea,1
131,Coconut Milk Tea,2
132,Green Tea,1
132,Honey Milk Tea,2
133,Green Tea,2
133,Honey Milk Tea,3
133,Thai Milk Tea,2
134,Coffee Milk Tea,1
134,Thai Milk Tea,3
134,Almond Milk Tea,2
135,Green Tea,3
135,Honey Milk Tea,1
135,Thai Milk Tea,1
135,Coconut Milk Tea,1
135,Almond Milk Tea,1
136,Green Tea,1
136,Coffee Milk Tea,2
136,Taro Milk Tea,2
136,Thai Milk Tea,1
136,Coconut Milk Tea,3
137,Green Tea,3
137,Thai Milk Tea,3
137,Coconut Milk Tea,3
137,Almond Milk Tea,3
138,Rosehip Milk Tea,2
138,Coffee Milk Tea,2
138,Honey Milk Tea,1
138,Thai Milk Tea,3
138,Coconut Milk Tea,2
138,Almond Milk Tea,3
139,Green Tea,3
139,Rosehip Milk Tea,2
139,Coffee Milk Tea,2
139,Thai Milk Tea,1
140,Rosehip Milk Tea,2
140,Coffee Milk Tea,2
140,Taro Milk Tea,2
140,Coconut Milk Tea,2
141,Rosehip Milk Tea,1
141,Coffee Milk Tea,2
141,Taro Milk Tea,2
141,Coconut Milk Tea,1
141,Almond Milk Tea,2
142,Rosehip Milk Tea,3
142,Honey Milk Tea,2
142,Thai Milk Tea,3
142,Coconut Milk Tea,3
143,Taro Milk Tea,1
143,Honey Milk Tea,2
143,Thai Milk Tea,3
143,Coconut Milk Tea,3
143,Almond Milk Tea,2
144,Taro Milk Tea,3
144,Thai Milk Tea,3
144,Coconut Milk Tea,3
144,Almond Milk Tea,3
145,Green Tea,1
145,Coffee Milk Tea,2
145,Taro Milk Tea,3
145,Honey Milk Tea,2
146,Rosehip Milk Tea,2
146,Coffee Milk Tea,1
146,Honey Milk Tea,3
146,Thai Milk Tea,3
146,Coconut Milk Tea,3
147,Thai Milk Tea,2
147,Almond Milk Tea,2
148,Rosehip Milk Tea,3
148,Coffee Milk Tea,1
148,Thai Milk Tea,2
149,Rosehip Milk Tea,1
149,Honey Milk Tea,1
149,Coconut Milk Tea,1
150,Honey Milk Tea,3
150,Thai Milk Tea,3
150,Coconut Milk Tea,2
151,Green Tea,2
151,Coffee Milk Tea,1
151,Taro Milk Tea,2
151,Coconut Milk Tea,3
152,Green Tea,2
152,Coffee Milk Tea,3
152,Almond Milk Tea,3
153,Green Tea,1
153,Rosehip Milk Tea,2
153,Coffee Milk Tea,1
153,Taro Milk Tea,3
153,Honey Milk Tea,3
153,Thai Milk Tea,1
154,Green Tea,2
154,Coffee Milk Tea,3
154,Taro Milk Tea,1
154,Almond Milk Tea,2
155,Rosehip Milk Tea,1
155,Coffee Milk Tea,2
155,Taro Milk Tea,1
155,Coconut Milk Tea,2
155,Almond Milk Tea,3
156,Green Tea,3
156,Rosehip Milk Tea,1
156,Honey Milk Tea,2
156,Thai Milk Tea,3
156,Almond Milk Tea,3
157,Taro Milk Tea,1
157,Honey Milk Tea,3
157,Coconut Milk Tea,1
157,Almond Milk Tea,1
158,Green Tea,3
158,Coffee Milk Tea,1
158,Taro Milk Tea,3
158,Honey Milk Tea,3
159,Green Tea,1
159,Taro Milk Tea,2
159,Thai Milk Tea,1
159,Coconut Milk Tea,3
159,Almond Milk Tea,2
160,Taro Milk Tea,1
160,Honey Milk Tea,2
160,Coconut Milk Tea,2
160,Almond Milk Tea,2
161,Green Tea,1
161,Coffee Milk Tea,1
162,Green Tea,2
162,Rosehip Milk Tea,2
162,Taro Milk Tea,2
162,Coconut Milk Tea,1
163,Green Tea,1
163,Rosehip Milk Tea,1
163,Taro Milk Tea,3
163,Thai Milk Tea,3
163,Coconut Milk Tea,3
164,Green Tea,3
164,Rosehip Milk Tea,1
164,Almond Milk Tea,1
165,Green Tea,1
165,Rosehip Milk Tea,2
165,Coffee Milk Tea,1
165,Taro Milk Tea,1
165,Almond Milk Tea,2
166,Green Tea,1
166,Coffee Milk Tea,1
166,Taro Milk Tea,1
167,Rosehip Milk Tea,3
167,Coffee Milk Tea,3
167,Taro Milk Tea,3
167,Honey Milk Tea,1
167,Coconut Milk Tea,3
168,Green Tea,1
168,Rosehip Milk Tea,2
168,Honey Milk Tea,2
168,Thai Milk Tea,3
169,Green Tea,2
169,Taro Milk Tea,3
169,Thai Milk Tea,1
170,Rosehip Milk Tea,3
170,Coffee Milk Tea,2
170,Coconut Milk Tea,3
171,Green Tea,2
171,Coffee Milk Tea,2
171,Taro Milk Tea,2
171,Coconut Milk Tea,1
172,Rosehip Milk Tea,2
172,Taro Milk Tea,3
172,Honey Milk Tea,3
172,Thai Milk Tea,3
172,Coconut Milk Tea,3
173,Green Tea,3
173,Rosehip Milk Tea,2
173,Honey Milk Tea,2
173,Thai Milk Tea,1
173,Almond Milk Tea,1
174,Honey Milk Tea,2
174,Thai Milk Tea,2
174,Coconut Milk Tea,3
175,Green Tea,2
175,Rosehip Milk Tea,1
175,Coffee Milk Tea,1
175,Taro Milk Tea,1
175,Honey Milk Tea,1
175,Almond Milk Tea,2
176,Green Tea,3
176,Coffee Milk Tea,2
176,Taro Milk Tea,1
176,Coconut Milk Tea,3
177,Thai Milk Tea,3
177,Coconut Milk Tea,1
177,Almond Milk Tea,2
178,Green Tea,3
178,Coffee Milk Tea,3
178,Taro Milk Tea,1
178,Honey Milk Tea,1
178,Coconut Milk Tea,3
178,Almond Milk Tea,1
179,Green Tea,1
180,Honey Milk Tea,3
180,Thai Milk Tea,3
180,Coconut Milk Tea,2
181,Green Tea,1
181,Coffee Milk Tea,1
181,Thai Milk Tea,1
181,Coconut Milk Tea,3
182,Coffee Milk Tea,3
182,Almond Milk Tea,2
183,Taro Milk Tea,3
183,Honey Milk Tea,2
183,Coconut Milk Tea,1
183,Almond Milk Tea,2
184,Green Tea,2
184,Coffee Milk Tea,3
184,Taro Milk Tea,1
185,Taro Milk Tea,3
185,Honey Milk Tea,1
185,Thai Milk Tea,1
185,Coconut Milk Tea,1
185,Almond Milk Tea,3
186,Honey Milk Tea,2
186,Thai Milk Tea,2
186,Coconut Milk Tea,2
187,Green Tea,3
187,Taro Milk Tea,2
187,Coconut Milk Tea,3
188,Rosehip Milk Tea,1
188,Coffee Milk Tea,1
188,Honey Milk Tea,2
188,Thai Milk Tea,3
188,Almond Milk Tea,3
189,Green Tea,3
189,Taro Milk Tea,2
189,Honey Milk Tea,1
190,Green Tea,3
190,Taro Milk Tea,2
190,Honey Milk Tea,3
190,Thai Milk Tea,2
191,Green Tea,2
191,Rosehip Milk Tea,1
191,Coconut Milk Tea,2
191,Almond Milk Tea,3
192,Rosehip Milk Tea,2
192,Coffee Milk Tea,3
192,Honey Milk Tea,1
192,Thai Milk Tea,2
192,Coconut Milk Tea,3
192,Almond Milk Tea,2
193,Green Tea,3
193,Rosehip Milk Tea,3
193,Coffee Milk Tea,3
193,Honey Milk Tea,2
193,Thai Milk Tea,2
194,Green Tea,2
194,Rosehip Milk Tea,2
195,Green Tea,1
195,Coconut Milk Tea,3
195,Almond Milk Tea,2
196,Coffee Milk Tea,1
196,Taro Milk Tea,2
196,Thai Milk Tea,3
196,Almond Milk Tea,2
197,Thai Milk Tea,2
197,Coconut Milk Tea,2
198,Green Tea,3
198,Honey Milk Tea,1
198,Coconut Milk Tea,1
198,Almond Milk Tea,1
199,Green Tea,2
199,Taro Milk Tea,3
200,Green Tea,2
200,Honey Milk Tea,3
200,Coconut Milk Tea,3
201,Rosehip Milk Tea,3
201,Coffee Milk Tea,1
201,Honey Milk Tea,1
202,Green Tea,2
202,Rosehip Milk Tea,2
202,Coffee Milk Tea,1
202,Taro Milk Tea,2
202,Thai Milk Tea,1
202,Almond Milk Tea,3
203,Green Tea,3
203,Rosehip Milk Tea,1
203,Honey Milk Tea,3
203,Thai Milk Tea,2
203,Almond Milk Tea,2
204,Green Tea,1
204,Rosehip Milk Tea,2
204,Honey Milk Tea,1
204,Almond Milk Tea,3
205,Rosehip Milk Tea,3
205,Taro Milk Tea,3
205,Coconut Milk Tea,3
206,Coffee Milk Tea,2
206,Taro Milk Tea,3
206,Thai Milk Tea,3
206,Almond Milk Tea,1
207,Green Tea,2
207,Coffee Milk Tea,2
207,Honey Milk Tea,1
207,Thai Milk Tea,3
208,Green Tea,2
208,Rosehip Milk Tea,1
208,Taro Milk Tea,1
208,Honey Milk Tea,2
208,Thai Milk Tea,3
208,Almond Milk Tea,1
209,Coffee Milk Tea,3
209,Taro Milk Tea,2
209,Thai Milk Tea,2
209,Coconut Milk Tea,1
210,Green Tea,1
210,Rosehip Milk Tea,1
210,Coffee Milk Tea,3
210,Taro Milk Tea,3
210,Coconut Milk Tea,1
211,Green Tea,3
211,Coffee Milk Tea,3
211,Taro Milk Tea,3
211,Honey Milk Tea,1
211,Thai Milk Tea,1
211,Coconut Milk Tea,2
212,Rosehip Milk Tea,1
212,Taro Milk Tea,3
212,Honey Milk Tea,3
212,Thai Milk Tea,3
212,Almond Milk Tea,2
213,Green Tea,1
213,Rosehip Milk Tea,3
213,Honey Milk Tea,1
213,Coconut Milk Tea,1
214,Green Tea,1
214,Rosehip Milk Tea,1
214,Taro Milk Tea,1
214,Honey Milk Tea,3
214,Thai Milk Tea,2
214,Coconut Milk Tea,1
214,Almond Milk Tea,1
215,Green Tea,3
215,Coffee Milk Tea,1
215,Thai Milk Tea,3
216,Taro Milk Tea,2
216,Honey Milk Tea,3
216,Almond Milk Tea,2
217,Green Tea,2
217,Coffee Milk Tea,2
217,Taro Milk Tea,1
217,Honey Milk Tea,2
217,Thai Milk Tea,2
217,Almond Milk Tea,3
218,Taro Milk Tea,1
218,Honey Milk Tea,1
218,Coconut Milk Tea,2
219,Green Tea,1
219,Taro Milk Tea,1
219,Thai Milk Tea,1
219,Almond Milk Tea,1
220,Green Tea,1
220,Rosehip Milk Tea,3
220,Honey Milk Tea,1
220,Thai Milk Tea,3
220,Almond Milk Tea,1
221,Green Tea,2
221,Honey Milk Tea,3
221,Thai Milk Tea,3
221,Almond Milk Tea,1
222,Rosehip Milk Tea,1
222,Coffee Milk Tea,2
222,Honey Milk Tea,1
222,Almond Milk Tea,1
223,Green Tea,2
223,Taro Milk Tea,1
223,Honey Milk Tea,2
223,Coconut Milk Tea,2
223,Almond Milk Tea,2
224,Rosehip Milk Tea,1
224,Taro Milk Tea,2
224,Honey Milk Tea,1
225,Coffee Milk Tea,2
225,Taro Milk Tea,1
225,Thai Milk Tea,1
225,Almond Milk Tea,1
226,Coffee Milk Tea,1
227,Rosehip Milk Tea,1
227,Honey Milk Tea,1
227,Thai Milk Tea,2
227,Coconut Milk Tea,3
228,Coffee Milk Tea,2
228,Almond Milk Tea,3
229,Green Tea,2
229,Rosehip Milk Tea,1
229,Coffee Milk Tea,3
229,Taro Milk Tea,2
229,Thai Milk Tea,3
230,Rosehip Milk Tea,2
230,Coffee Milk Tea,3
230,Honey Milk Tea,3
230,Almond Milk Tea,1
231,Rosehip Milk Tea,3
231,Coffee Milk Tea,2
231,Thai Milk Tea,3
231,Almond Milk Tea,1
232,Green Tea,1
232,Rosehip Milk Tea,3
232,Coffee Milk Tea,1
232,Honey Milk Tea,1
232,Coconut Milk Tea,1
232,Almond Milk Tea,3
233,Green Tea,1
233,Coffee Milk Tea,3
234,Green Tea,1
234,Rosehip Milk Tea,3
234,Honey Milk Tea,3
234,Thai Milk Tea,1
234,Coconut Milk Tea,1
234,Almond Milk Tea,2
235,Rosehip Milk Tea,1
235,Coffee Milk Tea,1
235,Taro Milk Tea,1
235,Honey Milk Tea,3
235,Almond Milk Tea,2
236,Taro Milk Tea,1
236,Honey Milk Tea,3
236,Thai Milk Tea,1
236,Almond Milk Tea,3
237,Rosehip Milk Tea,1
237,Taro Milk Tea,3
237,Thai Milk Tea,2
237,Coconut Milk Tea,1
238,Rosehip Milk Tea,3
238,Taro Milk Tea,1
238,Thai Milk Tea,3
239,Green Tea,1
239,Rosehip Milk Tea,2
239,Coffee Milk Tea,2
239,Taro Milk Tea,3
239,Honey Milk Tea,3
239,Thai Milk Tea,3
239,Coconut Milk Tea,3
240,Green Tea,2
240,Rosehip Milk Tea,2
240,Coffee Milk Tea,1
240,Taro Milk Tea,1
240,Honey Milk Tea,3
240,Thai Milk Tea,2
241,Green Tea,1
241,Taro Milk Tea,2
241,Almond Milk Tea,1
242,Green Tea,3
242,Coffee Milk Tea,1
242,Coconut Milk Tea,1
242,Almond Milk Tea,3
243,Rosehip Milk Tea,1
243,Taro Milk Tea,3
243,Thai Milk Tea,2
243,Coconut Milk Tea,2
244,Green Tea,2
244,Coffee Milk Tea,1
244,Coconut Milk Tea,2
245,Coffee Milk Tea,1
245,Taro Milk Tea,3
245,Honey Milk Tea,1
245,Coconut Milk Tea,2
246,Green Tea,1
246,Coffee Milk Tea,1
246,Taro Milk Tea,1
246,Coconut Milk Tea,3
246,Almond Milk Tea,1
247,Green Tea,2
247,Rosehip Milk Tea,2
247,Coffee Milk Tea,1
247,Taro Milk Tea,1
247,Honey Milk Tea,3
247,Thai Milk Tea,2
247,Coconut Milk Tea,2
248,Taro Milk Tea,3
248,Honey Milk Tea,2
248,Coconut Milk Tea,1
249,Green Tea,3
249,Coffee Milk Tea,3
249,Taro Milk Tea,3
249,Coconut Milk Tea,2
250,Thai Milk Tea,2
250,Coconut Milk Tea,3
250,Almond Milk Tea,1
251,Green Tea,2
251,Rosehip Milk Tea,1
251,Coffee Milk Tea,2
251,Taro Milk Tea,3
252,Green Tea,3
252,Coffee Milk Tea,1
